siteName,siteStatus,siteOperation,siteState,siteZip,siteDistrict,siteCounty,contactPhone,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,_updatedOn,siteAddress
Angelou Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"6001 N. Road 84, Pasco"
Chess Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"715 N. 24th Ave., Pasco"
Curie Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"715 N. California, Pasco"
Emerson Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"1616 W. Octave, Pasco"
Franklin Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"6010 Road 52, Pasco"
Frost Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"1915 N. 22nd Ave., Pasco"
Livingston Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"2515 Road 84, Pasco"
Longfellow Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"301 N. 10th Ave, Pasco"
Markham Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"4031 Elm Road, Pasco"
McClintock Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"5706 Road 60, Pasco"
McGee Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"4601 Horizon Drive, Pasco"
Robinson Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"125 S. Wehe Street, Pasco"
Twain Elementary,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"1801 N. Road 40, Pasco"
Chiawana High School,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"8125 W. Argent Road, Pasco"
New Horizons High School,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"2020 W. Argent Road, Pasco"
Pasco High School,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"1108 N. 10th Ave., Pasco"
Navigator Villas Apartments (Rd. 68),,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,
Stonegate Apartments (Rd. 68),,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,
Schlagel Park,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,"106 E Washington St, Pasco"
W. Washington St. & St. 13th Ave,,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,
West B St (Alley between 5th & 6th Avenues),,M-F 11:00AM-12:30PM,WA,,Pasco,Franklin County,,,,,,,Sat Apr 11 05:41:06 2020,
Pomeroy High School,,M-F 10:00AM-11:00AM,WA,,Pomeroy,Garfield County,,,,,,,Sat Apr 11 05:41:06 2020,"1090 Pataha Street, Pomeroy"
Grant Elementary,,M-F 11:00AM-1:00PM,WA,,Ephrata,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"451 3rd Ave. NW, Ephrata"
Columbia Ridge Elementary,,M-F 11:00AM-1:00PM,WA,,Ephrata,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"60 H St. Se, Ephrata"
Parkway School,,M-F 11:00AM-1:00PM,WA,,Ephrata,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"1011 Parkway Blvd., Ephrata"
Ephrata Middle School,,M-F 11:00AM-1:00PM,WA,,Ephrata,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"384 A St. SE, Ephrata"
Knolls Vista Elementary,,M-F 10:30AM-11:30AM,WA,,Moses Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"454 W Ridge Rd, Moses Lake"
Lakeview Elementary,,M-F 10:30AM-11:30AM,WA,,Moses Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"780 South Clover Drive, Moses Lake"
Longview Elementary,,M-F 10:30AM-11:30AM,WA,,Moses Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"9783 Apple Rd NE, Moses Lake"
Larson Heights Elementary,,M-F 10:30AM-11:30AM,WA,,Moses Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"700 Lindberg Lane, Moses Lake"
Midway Elementary,,M-F 10:30AM-11:30AM,WA,,Moses Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"502 South C Street, Moses Lake"
North Elementary,,M-F 10:30AM-11:30AM,WA,,Moses Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"1200 W. Craig Street, Moses Lake"
Peninsula Elementary,,M-F 10:30AM-11:30AM,WA,,Moses Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"2406 W. Texas Street, Moses Lake"
Quincy Middle School,,M-F 10:30AM-12:30PM,WA,,Quincy,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"16 6th Ave SE, Quincy"
Pioneer Elementary,,M-F 10:30AM-12:30PM,WA,,Quincy,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"224 J Street SE, Quincy"
George Elementary,,M-F 10:30AM-12:30PM,WA,,Quincy,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"401 S. Washington Way, Quincy"
Mountain View Elementary,,M-F 10:30AM-12:30PM,WA,,Quincy,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"119 D Street NW, Quincy"
New Life Church,,M-F 11:00AM-12:30PM,WA,,Royal,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"117 Camelia St NW, Royal City"
Fire District No. 10 at Beverly,,M-F 11:00AM-12:30PM,WA,,Royal,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"Rd 17 SW & Tacoma St, Beverly"
B & G Farms (at Adams Rd S and Rd 11 SW Intersection),,M-F 11:00AM-12:30PM,WA,,Royal,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"12088 Rd 11 SW, Royal City"
The Church of Jesus Christ of Latter-day Saints,,M-F 11:00AM-12:30PM,WA,,Royal,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"Royal Camp, 357 Christensen Rd, Othello"
Royal Towing (Parking lot),,M-F 11:00AM-12:30PM,WA,,Royal,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"14466 Road A.7 SW, Royal City"
Potholes General Store,,M-F 11:00AM-12:30PM,WA,,Royal,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"6897 WA-262, Othello"
Soap Lake Post Office,,M-F 10:30AM-10:45AM,WA,,Soap Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,511 Division Street South
Akins Fresh Market,,M-F 10:50AM-11:05AM,WA,,Soap Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"115 Daisy Street South, Soap Lake"
Soap Lake Elementary Parking Lot,,M-F 11:10AM-11:30AM,WA,,Soap Lake,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"410 Ginkgo Street South, Soap Lake"
Jeske Park,,M-F 10:00AM-11:00AM,WA,,Warden,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"West 9th Street and Grant Avenue, Warden"
Volunteer Park,,M-F 10:00AM-11:00AM,WA,,Warden,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"East 4th Street and Maple Avenue, Warden"
Wilson Creek School,,M-Th 10:00AM-12:00PM,WA,,Wilson Creek,Grant County,,,,,,,Sat Apr 11 05:41:06 2020,"400 Navar Street, Wilson Creek"
Wes Peterson Park,,M-F 10:00AM-12:00PM,WA,,Aberdeen,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"2715 Bay Area, Aberdeen"
North Aberdeen Park,,M-F 10:00AM-12:00PM,WA,,Aberdeen,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"1500 BLF of N. Young Street, Aberdeen"
Pioneer Park,,M-F 10:00AM-12:00PM,WA,,Aberdeen,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,214 South Tilden
Finch Playfield,,M-F 10:00AM-12:00PM,WA,,Aberdeen,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"608 West Sumner, Aberdeen"
Central Park Elementary School (Drive through bus lane),,M-F 10:00AM-12:00PM,WA,,Aberdeen,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"601 School Rd, Aberdeen"
Mill Creek Park,,M-F 10:45AM-11:00AM,WA,,Cosmopolis,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"5th Street and B Street, Cosmopolis"
Toy Room Child Care Bus Stop,,M-F 11:05AM-11:20AM,WA,,Cosmopolis,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"111 I Street, Cosmopolis"
Holly Ln & Altenau,,M-F 11:25AM-11:40AM,WA,,Cosmopolis,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"Holly Ln and Altenau St, Cosmopolis"
Franklin Hill Park,,M-F 11:45-12:00PM,WA,,Cosmopolis,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"Franklin Drive and Paisley Way, Cosmopolis"
North River,,TBD.,WA,,Cosmopolis,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,
Satsop Post Office,,M-F 12:30PM-1:00PM,WA,,Elma,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"102 S 5th Street, Satsop"
Malone Assembly of God,,M-F 12:00PM-12:30PM,WA,,Elma,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"23 Mox Chehalis Rd, Elma"
White Star,,M-F 11:30AM-12:00PM,WA,,Elma,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"Mountain Peak, Washington 98584"
10th Street Park,,M-F 11:00AM-11:30AM,WA,,Elma,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"10th Street, Elma"
24 El Monte Lane,,M-F 1:15PM-1:45PM,WA,,Elma,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"24 El Monte Lane, Satsop"
Murray Place,,M-F 12:45PM-1:15PM,WA,,Elma,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"Murray Place, Elma"
Star Lake Clubhouse,,M-F 12:30PM-1:00PM,WA,,Elma,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"1137 W Star Lake Dr, Elma"
Summit Pacific Medical Center (Back),,M-F 11:40AM-12:10PM,WA,,Elma,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"600 E Main St, Elma"
Grays Harbor YMCA,,M-F 11:15AM-11:45AM,WA,,Hoquiam,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"2500 Simpson Ave, Hoquiam"
Lincoln Elementary,,M-F 11:15AM-11:45AM,WA,,Hoquiam,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"700 Wood Avenue, Hoquiam"
Central Elementary,,M-F 12:00PM-12:30PM,WA,,Hoquiam,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"310 Simpson Avenue, Hoquiam"
Emerson Elementary,,M-F 12:00PM-12:30PM,WA,,Hoquiam,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"101 West Emerson, Hoquiam"
Pacific Beach Elementary,,M-F 11:00AM-1:00PM,WA,,North Beach,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"11 4th St, Pacific Beach"
Ocean Shores Elementary,,M-F 11:00AM-1:00PM,WA,,North Beach,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"300 Mt. Olympus Avenue Southeast, Ocean Shores"
North Beach Junior Senior High School,,M-F 11:00AM-1:00PM,WA,,North Beach,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"336 State Route 115, Ocean Shores"
Mill Creek Park,,M-F 10:45AM-11:00AM,WA,,North River,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"5th Street and B Street, Cosmopolis"
Toy Room Child Care Bus Stop,,M-F 11:05AM-11:20AM,WA,,North River,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"111 I Street, Cosmopolis"
Holly Ln & Altenau,,M-F 11:25AM-11:40AM,WA,,North River,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"Holly Ln and Altenau St, Cosmopolis"
Franklin Hill Park,,M-F 11:45-12:00PM,WA,,North River,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"Franklin Drive and Paisley Way, Cosmopolis"
North River,,Location to be determined.,WA,,North River,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,
Oakville Elementary School Cafeteria,,M-F 11:00AM-12:00PM,WA,,Oakville,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"103 School Street, Oakville"
Satsop Post Office,,M-F 12:30PM-1:00PM,WA,,Satsop,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"102 S 5th Street, Satsop"
Taholah School,,M-F 10:00AM-10:30AM,WA,,Taholah,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"600 Chitwhin Drive, Taholah"
Q Village (Bus Stop),,M-F 10:30AM-11:00AM,WA,,Taholah,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"Quinault & 2nd, Taholah"
Wishkah Fire Station (Gravel parking lot closest to school),,M-F 10:00AM-10:10AM,WA,,Wishkah Valley,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"4660 Wishkah Road, Aberdeen"
East Hoquiam Store (Blue Store),,M-F 10:15AM-10:25AM,WA,,Wishkah Valley,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,
Red Rooster (Parking lot on Highway 101),,M-F 10:40AM-10:50AM,WA,,Wishkah Valley,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"2803 US Highway 101, Axford"
Stover Road on the East Hoquiam,,M-F 11:05AM-11:15AM,WA,,Wishkah Valley,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"Stover Road & East Hoquiam Road, Hoquiam"
Wishkah Valley Community Church (Parking lot),,M-F 11:30AM-11:40AM,WA,,Wishkah Valley,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,"4281 Wishkah Road, Aberdeen"
Aberdeen Gardens Road Bridge,,M-F 11:45AM-11:55AM,WA,,Wishkah Valley,Grays Harbor County,,,,,,,Sat Apr 11 05:41:06 2020,Aberdeen Gardens Road & Riverside Rd E
Coupeville High School Commons,,M-F 10:00AM-11:00AM,WA,,Coupeville,Island County,,,,,,,Sat Apr 11 05:41:06 2020,"501 South Main Street, Coupeville"
Broad View Elementary,,M-F 10:00AM-2:00PM,WA,,Oak Harbor,Island County,,,,,,,Sat Apr 11 05:41:06 2020,"473 SW Fairhaven Drive, Oak Harbor"
Crescent Harbor Elementary,,M-F 10:00AM-2:00PM,WA,,Oak Harbor,Island County,,,,,,,Sat Apr 11 05:41:06 2020,"350 E Crescent Harbor Road, Oak Harbor"
Olympic View Elementary,,M-F 10:00AM-2:00PM,WA,,Oak Harbor,Island County,,,,,,,Sat Apr 11 05:41:06 2020,380 NE Regatta Drive
South Whidbey High School (Parking lot at the doors to the SWHS kitchen),,M-F 11:00AM-1:00PM,WA,,South Whidbey,Island County,,,,,,,Sat Apr 11 05:41:06 2020,"5675 Maxwelton Road, Langley"
Salish Coast Elementary,,M-F 9:00AM-11:00AM,WA,,Port Townsend,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"1637 Grant Street, Port Townsend"
Port Townsend High School,,M-F 9:00AM-11:00AM,WA,,Port Townsend,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"1500 Van Ness Street, Port Townsend"
Jefferson County Airport,,M-F 9:00AM-11:00AM,WA,,Port Townsend,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,191 Airport Cutoff Road
Cape George Fire Hall,,M-F 9:00AM-11:00AM,WA,,Port Townsend,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"3850 Cape George Road, Port Townsend"
Quilcene School,,M-F 10:00AM-12:00PM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"294715 US Highway 101, Quilcene"
Coyle Fire Station,,M-F 10:15AM-10:45AM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"60 Whitney Road, Quilcene"
The Laurel B. Johnson Community Center,,M-F 10:50AM-11:20AM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"923 Hazel Point Road, Quilcene"
Dabob Fire Station,,M-F 11:45AM-12:15PM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"3281 Dabob Road, Quilcene"
Faith Farm,,M-F 10:15AM-10:45AM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"US Highway 101, near Lake Leland"
Lake Leland (Near docks),,M-F 10:50AM-11:20AM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"Lake Leland Park Road, Quilcene"
Discovery Bay Store,,M-F 11:45AM-12:15PM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"282332, US Highway 101, Port Townsend"
Linger Longer Marina,,M-F 10:15AM-10:45AM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,"1731 Linger Longer Road, Quilcene"
"Hiddendale Road, Quilcene",,M-F 1050AM-11:20AM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,
Cemetery Road & East Quil Road,,M-F 11:45AM-12:15PM,WA,,Quilcene,Jefferson County,,,,,,,Sat Apr 11 05:41:06 2020,
ALPAC Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"310 Milwaukee Blvd N, Pacific"
Arthur Jacobsen Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"29205 132nd Ave SE, Auburn"
Auburn High School,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"711 East Main St, Auburn"
Auburn Mountainview High School,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"28900 124th Ave SE, Auburn"
Auburn Riverside High School,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"501 Oravetz Road, Auburn"
Auburn YMCA,,11:00AM-12:00PM,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1620 Perimeter Rd SW, Auburn"
Cascade Middle School,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1015 24th St NE, Auburn"
Chinook Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3502 Auburn Way South, Auburn"
Dale Turner YMCA,,12:00PM-12:30PM,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"19290 Aurora Ave N, Shoreline"
Dick Scobee Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1825 K St SE, Auburn WA (temp address for 2019-2020)"
Evergreen Heights Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"5602 S 316th, Auburn"
Gildo Rey Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1005 37th Street SE, Auburn"
Hazelwood Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"11815 SE 304th St, Auburn"
Ilalko Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"301 Oravetz Pl SE, Auburn"
Lake View Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16401 SE 318th, Auburn"
Lakeland Hills Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1020 Evergreen Way SE, Auburn"
Lea Hill Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"30908 124th Ave SE, Auburn"
Mt Baker Middle School,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"620 37th St SE, Auburn"
Olympic Middle School,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"839 21st St SE, Auburn"
Pioneer Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2301 M Street SE, Auburn"
Rainier Middle School,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"30620 116th Ave SE, Auburn"
Terminal Park Elementary,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1101 D Street SE, Auburn"
West Auburn High School,,M-F 8:30am-9:30am AND 11:00-12:30pm,WA,,Auburn,King County,,,,,,,Sat Apr 11 05:41:06 2020,"401 West Main Street, Auburn"
"Black Diamond Elementary ***Starting Wednesday, 3/18",,M-F 111:00am-12:30am,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"25314 Baker St, Black Diamond"
"Enumclaw High School ***Starting Wednesday, 3/18",,M-F 111:00am-12:30am,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"226 Semanski St S, Enumclaw"
"Enumclaw King County Library ***Starting Wednesday, 3/18",,M-F 111:00am-12:30am,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1700 1st St, Enumclaw"
Andrew’s Glen Apartments,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"4220 Factoria Blvd SE, Bellevue"
Andmore Elementary,,M-F 12:15PM-12:30PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16616 NE 32nd St, Bellevue"
August Wilson Place,,M-F 12:30PM-12:45PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"204 111th Ave NE, Bellevue"
Bennett Elementary,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"17900 NE 16th St, Bellevue"
Central Park East Apartments,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"15207 NE 16th Pl, Bellevue"
Chalet Apartments (at the circle),,M-F 12:30PM-12:45PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"145th Pl SE & 146th Ave SE, Bellevue"
Cherry Crest Elementary ,,M-F 12:15PM-12:30PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"12400 NE 32nd St, Bellevue"
Clyde Hill Elementary,,M-F 12:15PM-12:30PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"9601 NE 24th St, Bellevue"
Eastgate Elementary ,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"4255 153rd Ave SE, Bellevue"
Eastside Terrace Apartments,,M-F 12:55PM-1:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"147th Pl NE & NE 8th St, Bellevue"
Emerald Ridge Apartments,,M-F 12:30PM-12:45PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3010 118th Ave SE, Bellevue"
Enatai Elementary ,,M-F 12:15PM-12:30PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"10700 SE 25th St, Bellevue"
Hopelink Place (at 102nd Ave),,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"10116 SE 6th St, Bellevue"
Landmark Apartments,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16330 NE 11th St, Bellevue"
Medina Elementary ,,M-F 12:45PM-1:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"8001 NE 8th St, Medina"
Newport Heights Elementary,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"5225 119th Ave SE, Bellevue"
North Bellevue Community Center,,M-F 12:30PM-12:45PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"4063 148th Ave NE, Bellevue"
Overlake Park and Ride (at the 2600 Crossing),,M-F 12:50PM-1:05PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2650 152nd Ave NE, Redmond"
Piedmont Apartments,,M-F 12:40PM-12:55PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1200 155th Ave NE, Bellevue"
Redmond Park Apartments,,M-F 12:50PM-1:05PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"14700 NE 35th St, Bellevue"
Sammamish View Apartments (at Eastgate turnaround),,M-F 12:25PM-12:40PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16160 SE Eastgate Way, Bellevue"
Sherwood Forest Elementary ,,M-F 12:50PM-1:05PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16411 NE 24th St, Bellevue"
Somerset Elementary ,,M-F 12:25PM-12:40PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"14100 Somerset Blvd SE, Bellevue"
Spiritridge Elementary,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16401 SE 24th St, Bellevue"
Spiritwood Manor,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"17222 NE 8th St, Bellevue"
St Peter’s United Methodist Church,,M-F 12:25PM-12:40PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"17222 NE 8th St, Bellevue"
The Club Teen Center,,M-F 12:30PM-12:45PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"15238 Lake Hills Blvd, Bellevue"
The Court at Crossroads Apartments,,M-F 12:25PM-12:35PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"15616 NE 15th St, Bellevue"
